,NGamma,MGamma,TGamma,NTheta,MTheta,TTheta,,
535,785948,1,5.44E-07,20,23,0.106816489,,
536,902382,1,2.17E-07,291,10,0.007394534,,
537,965310,1,7.20E-08,37,18,0.057707039,,
538,48334,1,3.94E-05,37,15,0.04917646,,
539,419641,1,2.77E-06,11,15,0.208626748,,
540,866903,1,3.06E-07,30,26,0.067864909,,
541,519891,1,1.85E-06,150,11,0.013650521,,
542,685327,1,9.17E-07,115,21,0.017098023,,
543,936524,1,1.36E-07,54,19,0.037091377,,
544,510689,1,1.91E-06,30,23,0.056510201,,
545,752745,1,6.58E-07,95,15,0.018165318,,
546,973347,1,5.40E-08,27,19,0.0683246,,
547,269321,1,5.41E-06,52,13,0.039680857,,
548,284440,1,5.03E-06,646,9,0.003016018,,
549,618031,1,1.23E-06,14,20,0.138157623,,
550,402758,1,2.96E-06,44,9,0.04661299,,
551,964389,1,7.37E-08,38,28,0.048911677,,
552,534206,1,1.74E-06,230,21,0.008383478,,
553,816929,1,4.48E-07,44,23,0.04019007,,
554,933894,1,1.42E-07,423,17,0.00478387,,
555,926501,1,1.59E-07,64,26,0.034946959,,
556,461666,1,2.33E-06,201,11,0.010709876,,
557,508150,1,1.93E-06,13,15,0.121332969,,
558,108720,1,1.64E-05,14,18,0.123387413,,
559,980719,1,3.94E-08,73,14,0.027650655,,
560,969059,1,6.43E-08,14,19,0.132528308,,
561,215200,1,7.28E-06,154,12,0.01271003,,
562,788726,1,5.36E-07,32,17,0.054785377,,
563,867824,1,3.04E-07,43,25,0.045945857,,
564,874081,1,2.88E-07,107,21,0.017926699,,
565,739606,1,7.05E-07,476,19,0.00410217,,
566,829061,1,4.15E-07,354,18,0.006171615,,
567,544821,1,1.67E-06,54,14,0.041001323,,
568,789178,1,5.32E-07,75,15,0.02667686,,
569,684719,1,9.21E-07,75,30,0.027673281,,
570,662271,1,1.02E-06,1237,20,0.001592037,,
571,325920,1,4.14E-06,36,17,0.057318606,,
572,682254,1,9.32E-07,142,17,0.014157241,,
573,727718,1,7.48E-07,36,17,0.063341586,,
574,849825,1,3.53E-07,18,22,0.10655207,,
575,972008,1,5.73E-08,61,17,0.030690086,,
576,374279,1,3.34E-06,10,18,0.193201004,,
577,965176,1,7.15E-08,71,15,0.02751859,,
578,88810,1,2.05E-05,57,12,0.037455314,,
579,964347,1,7.36E-08,243,14,0.008236064,,
580,797044,1,5.08E-07,79,14,0.026629475,,
581,949289,1,1.07E-07,49,20,0.038536049,,
582,790676,1,5.28E-07,331,8,0.006235625,,
583,922802,1,1.67E-07,17,22,0.115692748,,
584,373147,1,3.36E-06,21,17,0.091065716,,
585,575085,1,1.48E-06,930,12,0.002166057,,
586,971107,1,5.97E-08,45,22,0.038212797,,
587,307172,1,4.51E-06,46,20,0.046271763,,
588,405877,1,2.93E-06,135,22,0.015532223,,
589,840259,1,3.80E-07,609,12,0.003240589,,
590,611057,1,1.27E-06,33,23,0.060908686,,
591,514392,1,1.89E-06,55,18,0.03728388,,
592,835638,1,3.95E-07,275,12,0.00709835,,
593,902735,1,2.15E-07,79,19,0.024267771,,
594,671370,1,9.80E-07,206,17,0.010329911,,
595,802782,1,4.90E-07,182,19,0.011206419,,
596,924945,1,1.62E-07,49,37,0.045453521,,
597,729798,1,7.37E-07,28,18,0.070845156,,
598,777467,1,5.73E-07,57,22,0.031606169,,
599,730325,1,7.39E-07,39,24,0.050054558,,
600,549018,1,1.64E-06,71,16,0.029772432,,
601,835808,1,3.93E-07,22,15,0.089240474,,
602,833705,1,4.00E-07,77,19,0.024938998,,
603,793133,1,5.21E-07,36,17,0.062186756,,
604,335646,1,3.96E-06,104,19,0.021006037,,
605,743137,1,6.91E-07,1276,15,0.001533319,,
606,803659,1,4.89E-07,28,22,0.0634692,,
607,917746,1,1.79E-07,762,13,0.002629129,,
608,734644,1,7.21E-07,156,33,0.013567491,,
609,835679,1,3.93E-07,120,18,0.016891059,,
610,919706,1,1.74E-07,12,24,0.144257637,,
611,370429,1,3.39E-06,1782,21,0.001119441,,
612,881442,1,2.69E-07,10,22,0.155183051,,
613,766014,1,6.12E-07,26,25,0.072657766,,
614,178994,1,9.19E-06,184,12,0.010478431,,
615,610343,1,1.28E-06,20,19,0.089752264,,
616,898132,1,2.26E-07,48,23,0.045873013,,
617,538462,1,1.72E-06,5,19,0.295089716,,
618,264810,1,5.54E-06,64,23,0.031095625,,
619,948876,1,1.08E-07,37,15,0.054637281,,
620,632421,1,1.16E-06,9,17,0.199700176,,
621,889060,1,2.50E-07,10,15,0.149321184,,
622,704728,1,8.39E-07,128,22,0.015876251,,
623,439776,1,2.55E-06,9,14,0.237199991,,
624,975297,1,4.97E-08,8,25,0.22089218,,
625,532115,1,1.76E-06,22,15,0.104356879,,
626,551657,1,1.63E-06,41,17,0.048302733,,
627,916862,1,1.82E-07,32,19,0.070124653,,
628,828050,1,4.14E-07,54,21,0.041793368,,
629,891206,1,2.45E-07,177,22,0.010938393,,
630,300212,1,4.67E-06,15,16,0.098556363,,
631,813128,1,4.59E-07,36,18,0.068178559,,
632,664080,1,1.01E-06,54,25,0.037070735,,
633,634320,1,1.15E-06,103,24,0.018264491,,
634,954488,1,9.54E-08,51,22,0.037573662,,
635,913353,1,1.89E-07,49,27,0.04801764,,
636,981666,1,3.71E-08,137,17,0.012853019,,
637,337437,1,3.92E-06,22,18,0.089380249,,
638,592627,1,1.38E-06,47,15,0.046653784,,
639,692014,1,8.89E-07,28,15,0.0692044,,
640,778701,1,5.69E-07,12,19,0.140352771,,
641,461011,1,2.34E-06,41,23,0.046633901,,
642,664944,1,1.01E-06,35,20,0.054094945,,
643,495140,1,2.04E-06,71,10,0.031052071,,
644,683011,1,9.28E-07,368,21,0.005458575,,
645,36591,1,5.26E-05,33,16,0.060045956,,
646,935227,1,1.38E-07,1354,13,0.00148786,,
647,489049,1,2.09E-06,18,21,0.086556807,,
648,485082,1,2.12E-06,72,21,0.028661561,,
649,454760,1,2.39E-06,73,21,0.029045629,,
650,973340,1,5.49E-08,12,18,0.12662647,,
651,836583,1,3.90E-07,44,16,0.042718681,,
652,884776,1,2.60E-07,29,27,0.077703439,,
653,996405,1,7.25E-09,13,17,0.152880099,,
654,621567,1,1.22E-06,176,13,0.011408003,,
655,889131,1,2.49E-07,451,25,0.004371546,,
656,727090,1,7.53E-07,14,19,0.145637953,,
657,185860,1,8.77E-06,13,14,0.122098929,,
658,305202,1,4.56E-06,3241,10,0.000612879,,
659,979293,1,4.25E-08,16,29,0.126391052,,
660,849618,1,3.55E-07,25,23,0.079863331,,
661,336121,1,3.95E-06,316,14,0.006197097,,
662,471267,1,2.24E-06,286,16,0.007444185,,
663,328185,1,4.10E-06,86,10,0.022316488,,
664,987083,1,2.62E-08,42,22,0.042278138,,
665,512325,1,1.90E-06,68,16,0.030268989,,
666,225761,1,6.86E-06,71,16,0.029544575,,
667,578977,1,1.46E-06,149,13,0.013071488,,
668,360392,1,3.55E-06,108,17,0.018142668,,
669,922925,1,1.67E-07,219,18,0.009418848,,
670,538285,1,1.71E-06,37,23,0.045528104,,
671,713506,1,8.04E-07,28,25,0.067342062,,
672,425279,1,2.71E-06,61,18,0.031860876,,
673,889034,1,2.47E-07,105,21,0.019602686,,
674,815860,1,4.51E-07,50,15,0.037257245,,
675,704248,1,8.39E-07,329,23,0.006021153,,
676,998824,1,2.40E-09,392,13,0.0049311,,
677,845402,1,3.67E-07,42,17,0.044184715,,
678,782556,1,5.54E-07,30,24,0.069544155,,
679,344631,1,3.80E-06,46,17,0.046108784,,
680,957537,1,8.80E-08,170,21,0.011156027,,
681,757947,1,6.40E-07,30,17,0.056330431,,
682,274729,1,5.29E-06,36,6,0.05446821,,
683,945111,1,1.16E-07,71,22,0.030260013,,
684,780566,1,5.63E-07,81,20,0.025058874,,
685,867229,1,3.06E-07,27,17,0.079976477,,
686,917359,1,1.80E-07,24,29,0.08143957,,
687,728137,1,7.46E-07,26,21,0.079467294,,
688,642404,1,1.11E-06,18,23,0.113190211,,
689,719109,1,7.82E-07,158,28,0.013261459,,
690,438060,1,2.57E-06,124,15,0.015996496,,
691,640308,1,1.13E-06,26,19,0.065580896,,
692,394880,1,3.07E-06,18,15,0.111500803,,
693,884430,1,2.62E-07,141,20,0.0148181,,
694,957005,1,9.00E-08,31,24,0.072491518,,
695,837787,1,3.87E-07,242,12,0.008566956,,
696,807139,1,4.78E-07,128,16,0.016334354,,
697,925754,1,1.60E-07,29,19,0.071557749,,
698,351837,1,3.68E-06,6,22,0.331224454,,
699,831085,1,4.07E-07,121,11,0.015944601,,
700,870294,1,2.99E-07,52,19,0.045830517,,
701,247543,1,6.09E-06,84,12,0.024016244,,
702,769198,1,6.01E-07,187,31,0.011273429,,
703,293957,1,4.81E-06,11,15,0.141206081,,
704,729424,1,7.42E-07,105,18,0.017699264,,
705,868137,1,3.04E-07,53,23,0.040035029,,
706,826737,1,4.20E-07,6,17,0.287944025,,
707,761736,1,6.25E-07,80,17,0.023325098,,
708,707597,1,8.26E-07,32,18,0.057203673,,
709,762170,1,6.25E-07,25,20,0.091062081,,
710,793105,1,5.20E-07,56,15,0.034136065,,
711,590999,1,1.39E-06,10,18,0.194005872,,
712,520619,1,1.84E-06,55,29,0.038482877,,
713,547604,1,1.66E-06,21,15,0.09691918,,
714,650033,1,1.08E-06,35,18,0.046976093,,
715,912845,1,1.91E-07,80,21,0.026147345,,
716,881317,1,2.70E-07,150,20,0.012552978,,
717,155771,1,1.08E-05,45,20,0.039353446,,
718,832417,1,4.03E-07,151,17,0.013219508,,
719,699791,1,8.58E-07,369,19,0.005343191,,
720,549309,1,1.64E-06,65,14,0.02911492,,
721,871903,1,2.94E-07,11,23,0.179398276,,
722,966535,1,6.93E-08,25,20,0.084125493,,
723,624912,1,1.20E-06,52,20,0.038573281,,
724,912380,1,1.93E-07,40,24,0.061682547,,
725,432310,1,2.62E-06,328,19,0.006397451,,
726,859407,1,3.26E-07,24,14,0.080399726,,
727,277548,1,5.20E-06,26,19,0.094158787,,
728,659654,1,1.03E-06,18,21,0.141164279,,
729,773776,1,5.89E-07,25,13,0.076247092,,
730,278322,1,5.18E-06,15,28,0.164707594,,
731,958367,1,8.67E-08,107,13,0.018266832,,
732,444362,1,2.50E-06,168,20,0.011879948,,
733,948212,1,1.10E-07,158,19,0.012100587,,
734,764351,1,6.16E-07,764,19,0.002555268,,
735,952764,1,9.93E-08,74,18,0.026147903,,
736,330670,1,4.04E-06,28,18,0.067164563,,
737,678493,1,9.47E-07,158,16,0.012626311,,
738,636271,1,1.14E-06,54,23,0.04013812,,
739,610771,1,1.27E-06,89,17,0.022497146,,
740,742051,1,6.93E-07,72,24,0.027596698,,
741,903432,1,2.14E-07,18,24,0.10802578,,
742,965277,1,7.21E-08,12,20,0.155688109,,
743,556707,1,1.60E-06,68,9,0.028248817,,
744,953447,1,9.77E-08,34,21,0.067693878,,
745,686916,1,9.12E-07,42,15,0.042093852,,
746,986926,1,2.64E-08,50,29,0.038016583,,
747,889555,1,2.49E-07,15,22,0.122426934,,
748,872770,1,2.93E-07,36,22,0.060497102,,
749,486623,1,2.11E-06,223,16,0.008849744,,
750,713597,1,8.05E-07,144,20,0.014059572,,
751,280039,1,5.14E-06,28,12,0.069413868,,
752,389477,1,3.13E-06,25,20,0.07774329,,
753,456604,1,2.38E-06,43,24,0.055220086,,
754,304491,1,4.57E-06,10,16,0.159779326,,
755,736292,1,7.15E-07,62,27,0.030365273,,
756,821955,1,4.34E-07,286,12,0.006983956,,
757,792691,1,5.22E-07,13,29,0.137867382,,
758,999445,1,1.13E-09,277,19,0.007433273,,
759,469580,1,2.26E-06,13,24,0.149606316,,
760,931265,1,1.48E-07,33,27,0.07162849,,
761,944578,1,1.18E-07,634,16,0.003237627,,
762,461453,1,2.34E-06,50,15,0.037298789,,
763,732322,1,7.30E-07,64,18,0.030291376,,
764,781660,1,5.60E-07,319,19,0.006226105,,
765,925116,1,1.63E-07,94,19,0.019924373,,
766,772689,1,5.90E-07,41,19,0.053546922,,
767,372891,1,3.36E-06,56,15,0.037810221,,
768,547845,1,1.65E-06,71,17,0.030413462,,
769,567856,1,1.53E-06,61,18,0.030138794,,
770,535391,1,1.73E-06,21,14,0.083337165,,
771,641014,1,1.12E-06,69,29,0.031321421,,
772,894298,1,2.37E-07,15,19,0.132697748,,
773,498737,1,2.01E-06,19,14,0.124970454,,
774,727963,1,7.47E-07,111,17,0.017886942,,
775,854291,1,3.41E-07,46,21,0.041374241,,
776,119911,1,1.46E-05,12,21,0.130383959,,
777,327791,1,4.10E-06,18,16,0.126502868,,
778,924441,1,1.63E-07,30,21,0.066436554,,
779,817842,1,4.46E-07,38,25,0.051126755,,
780,891972,1,2.42E-07,21,17,0.103803738,,
781,604666,1,1.31E-06,19,20,0.09395368,,
782,805061,1,4.85E-07,163,20,0.012443783,,
783,731778,1,7.34E-07,402,8,0.005091993,,
784,698826,1,8.64E-07,64,9,0.030543007,,
785,514528,1,1.89E-06,101,20,0.018234272,,
786,798591,1,5.02E-07,34,16,0.071589047,,
787,995952,1,8.23E-09,221,25,0.00940672,,
788,442783,1,2.52E-06,8,23,0.214117313,,
789,458290,1,2.37E-06,24,13,0.091632168,,
790,738756,1,7.07E-07,10,21,0.169969425,,
791,470571,1,2.25E-06,59,20,0.032867688,,
792,770037,1,5.96E-07,74,17,0.026435463,,
793,880138,1,2.73E-07,35,15,0.050581888,,
794,365723,1,3.47E-06,14,17,0.106052172,,
795,527842,1,1.79E-06,143,18,0.01419196,,
796,423670,1,2.73E-06,249,20,0.007895349,,
797,969814,1,6.14E-08,1242,17,0.00161156,,
798,976994,1,4.69E-08,703,14,0.002794068,,
799,270411,1,5.40E-06,39,13,0.050204783,,
800,901197,1,2.18E-07,48,27,0.039829058,,
801,593338,1,1.37E-06,25,29,0.068785228,,
802,732043,1,7.33E-07,722,16,0.002796421,,
803,916136,1,1.83E-07,49,23,0.036835302,,
804,436742,1,2.58E-06,89,23,0.025478752,,
805,815316,1,4.54E-07,605,11,0.00326305,,
806,986609,1,2.69E-08,52,17,0.038446117,,
807,231539,1,6.63E-06,228,13,0.009096818,,
808,955791,1,9.39E-08,27,24,0.071342544,,
809,922672,1,1.68E-07,28,16,0.067742787,,
810,756089,1,6.45E-07,56,27,0.034707424,,
811,955872,1,9.15E-08,19,24,0.089055558,,
812,659804,1,1.03E-06,88,18,0.021603196,,
813,455493,1,2.39E-06,47,8,0.046607175,,
814,931786,1,1.47E-07,24,18,0.105292715,,
815,648656,1,1.08E-06,27,13,0.06952294,,
816,783219,1,5.53E-07,254,15,0.007916556,,
817,912682,1,1.92E-07,58,19,0.036454768,,
818,633967,1,1.15E-06,19,7,0.098551017,,
819,853579,1,3.43E-07,178,13,0.011535318,,
820,740322,1,7.01E-07,26,29,0.086739081,,
821,584676,1,1.43E-06,65,21,0.031606889,,
822,938835,1,1.30E-07,104,21,0.020948442,,
823,708224,1,8.25E-07,14,21,0.140178394,,
824,327497,1,4.10E-06,28,11,0.072099809,,
825,766628,1,6.10E-07,128,9,0.015816307,,
826,194398,1,8.30E-06,45,18,0.044816183,,
827,672888,1,9.69E-07,6,21,0.262906396,,
828,706311,1,8.30E-07,23,18,0.077005186,,
829,470362,1,2.26E-06,36,21,0.05535551,,
830,911879,1,1.93E-07,11,22,0.232239598,,
831,534477,1,1.75E-06,20,18,0.096531657,,
832,869946,1,2.99E-07,31,18,0.050727521,,
833,363266,1,3.50E-06,41,20,0.052459693,,
834,421804,1,2.74E-06,32,20,0.067967285,,
835,850240,1,3.53E-07,34,17,0.049713834,,
836,780051,1,5.63E-07,16,13,0.171655839,,
837,849870,1,3.53E-07,176,26,0.011279829,,
838,847705,1,3.60E-07,11,23,0.146322841,,
839,943963,1,1.19E-07,23,25,0.104352177,,
840,907293,1,2.05E-07,25,22,0.065255931,,
841,194468,1,8.30E-06,23,18,0.079803379,,
842,253073,1,5.91E-06,15,17,0.113853681,,
843,828427,1,4.14E-07,41,16,0.053040609,,
844,768416,1,6.01E-07,19,20,0.105498463,,
845,558385,1,1.59E-06,41,15,0.051651628,,
846,911442,1,1.94E-07,503,14,0.003915788,,
847,732136,1,7.31E-07,18,14,0.095801376,,
848,870038,1,2.99E-07,74,21,0.027124864,,
849,425062,1,2.71E-06,30,16,0.077432149,,
850,885153,1,2.60E-07,79,21,0.02386191,,
851,437743,1,2.57E-06,53,15,0.041188955,,
852,865824,1,3.11E-07,531,9,0.003744446,,
853,717661,1,7.86E-07,127,19,0.015924186,,
854,750651,1,6.63E-07,290,9,0.007148357,,
855,442404,1,2.52E-06,20,26,0.091476389,,
856,806065,1,4.82E-07,57,16,0.035739019,,
857,881105,1,2.71E-07,444,12,0.00448511,,
858,876527,1,2.81E-07,152,22,0.012813705,,
859,757643,1,6.38E-07,519,15,0.003711087,,
860,889804,1,2.48E-07,67,20,0.029629327,,
861,433854,1,2.61E-06,40,30,0.046837874,,
862,245042,1,6.15E-06,102,16,0.018769892,,
863,707185,1,8.26E-07,45,18,0.040110099,,
864,719416,1,7.81E-07,23,18,0.101626824,,
865,645878,1,1.10E-06,31,18,0.066065415,,
866,674006,1,9.63E-07,44,12,0.046962487,,
867,923184,1,1.65E-07,18,21,0.126968185,,
868,909431,1,1.99E-07,18,27,0.102146105,,
869,999445,1,1.08E-09,31,26,0.065579476,,
870,970757,1,5.97E-08,1244,19,0.001595263,,
871,487581,1,2.10E-06,39,22,0.05126912,,
872,411023,1,2.86E-06,22,19,0.101345863,,
873,502047,1,1.98E-06,105,13,0.01947569,,
874,790346,1,5.31E-07,16,20,0.121652488,,
875,190351,1,8.51E-06,12,19,0.150031246,,
876,849508,1,3.54E-07,176,21,0.011412531,,
877,990159,1,2.02E-08,21,23,0.077875169,,
878,592586,1,1.38E-06,39,18,0.058788549,,
879,793529,1,5.18E-07,94,18,0.020485141,,
880,659887,1,1.03E-06,54,30,0.033451331,,
881,891429,1,2.43E-07,67,19,0.029595916,,
882,103501,1,1.73E-05,20,19,0.086220962,,
883,718756,1,7.83E-07,18,20,0.119131439,,
884,855693,1,3.38E-07,90,15,0.023741659,,
885,59296,1,3.17E-05,123,12,0.014862245,,
886,98930,1,1.82E-05,27,15,0.08136297,,
887,715766,1,7.95E-07,25,21,0.075896228,,
888,896847,1,2.30E-07,125,13,0.018033917,,
889,454824,1,2.40E-06,23,19,0.097528634,,
890,998669,1,2.65E-09,1024,12,0.001905525,,
891,687064,1,9.13E-07,19,12,0.118022623,,
892,156055,1,1.08E-05,132,18,0.014668636,,
893,802449,1,4.93E-07,31,21,0.061736877,,
894,237859,1,6.40E-06,23,14,0.08859178,,
895,151928,1,1.12E-05,1301,8,0.001500265,,
896,221502,1,7.02E-06,37,12,0.061317935,,
897,813071,1,4.60E-07,47,22,0.044624444,,
898,602771,1,1.32E-06,24,24,0.076006886,,
899,391281,1,3.11E-06,77,23,0.026396997,,
900,505257,1,1.96E-06,8,21,0.232872848,,
901,300881,1,4.65E-06,701,7,0.002821237,,
902,733640,1,7.25E-07,78,14,0.024735061,,
903,694842,1,8.76E-07,27,17,0.072458359,,
904,718309,1,7.85E-07,152,15,0.012800015,,
905,768695,1,6.01E-07,32,18,0.070564998,,
906,992425,1,1.56E-08,132,13,0.016682588,,
907,775341,1,5.80E-07,41,23,0.047481553,,
908,792247,1,5.25E-07,25,25,0.079867361,,
909,537821,1,1.72E-06,610,17,0.003220213,,
910,635365,1,1.15E-06,50,26,0.045099948,,
911,354407,1,3.64E-06,616,11,0.003299178,,
912,553019,1,1.62E-06,618,22,0.00330668,,
913,778966,1,5.66E-07,58,23,0.032889223,,
914,586090,1,1.41E-06,371,20,0.005426937,,
915,892543,1,2.41E-07,22,16,0.090642368,,
916,702978,1,8.47E-07,43,18,0.045385374,,
917,849279,1,3.54E-07,78,17,0.028583357,,
918,822645,1,4.31E-07,35,12,0.063456943,,
919,675019,1,9.62E-07,11,22,0.237867057,,
920,773054,1,5.87E-07,97,18,0.019634012,,
921,765480,1,6.13E-07,27,23,0.067941317,,
922,597985,1,1.35E-06,121,20,0.016519332,,
923,978895,1,4.31E-08,250,15,0.008222983,,
924,868309,1,3.03E-07,87,16,0.022040218,,
925,900879,1,2.21E-07,81,20,0.026276648,,
926,721455,1,7.70E-07,105,18,0.019716077,,
927,438400,1,2.56E-06,15,26,0.112992278,,
928,537329,1,1.72E-06,22,22,0.109086768,,
929,893675,1,2.38E-07,8,19,0.208132609,,
930,398384,1,3.02E-06,71,24,0.027842578,,
931,447843,1,2.46E-06,9,17,0.392652934,,
932,931412,1,1.48E-07,176,23,0.011339798,,
933,736975,1,7.16E-07,36,25,0.055271524,,
934,776178,1,5.76E-07,9,18,0.256102933,,
935,734078,1,7.25E-07,37,19,0.056715221,,
936,170545,1,9.73E-06,34,15,0.059843423,,
937,720314,1,7.77E-07,27,25,0.085146027,,
938,897218,1,2.30E-07,31,18,0.061854917,,
939,368577,1,3.43E-06,29,14,0.072185182,,
940,755683,1,6.47E-07,46,16,0.043365128,,
941,745794,1,6.80E-07,73,14,0.024624241,,
942,481249,1,2.16E-06,119,17,0.016255902,,
943,466116,1,2.29E-06,1159,10,0.001675836,,
944,185263,1,8.80E-06,99,18,0.022297072,,
945,992190,1,1.58E-08,117,20,0.016905014,,
946,648787,1,1.08E-06,36,18,0.052294771,,
947,698829,1,8.60E-07,33,21,0.061025802,,
948,626398,1,1.19E-06,53,19,0.037243065,,
949,879133,1,2.75E-07,203,20,0.009947972,,
950,299513,1,4.68E-06,198,13,0.009945982,,
951,434155,1,2.61E-06,78,16,0.023986721,,
952,788667,1,5.36E-07,83,17,0.023916239,,
953,823049,1,4.30E-07,17,14,0.100398011,,
954,765706,1,6.11E-07,46,29,0.045489014,,
955,776216,1,5.76E-07,53,31,0.034471086,,
956,885191,1,2.59E-07,490,17,0.004047808,,
957,922400,1,1.69E-07,1626,9,0.001231732,,
958,685022,1,9.20E-07,119,20,0.018217176,,
959,810068,1,4.67E-07,27,13,0.084388957,,
960,628589,1,1.18E-06,56,18,0.038312981,,
961,699330,1,8.58E-07,18,21,0.11954566,,
962,966480,1,6.94E-08,15,22,0.096690399,,
963,797900,1,5.05E-07,1658,7,0.001215867,,
964,952927,1,9.94E-08,47,21,0.040583875,,
965,954528,1,9.54E-08,24,18,0.085097081,,
966,811886,1,4.64E-07,33,24,0.061470309,,
967,463572,1,2.32E-06,33,17,0.050273489,,
968,598628,1,1.34E-06,11,15,0.193746415,,
969,577088,1,1.47E-06,79,20,0.024809658,,
970,79049,1,2.33E-05,48,12,0.047777848,,
971,305106,1,4.56E-06,591,8,0.003202084,,
972,355591,1,3.63E-06,102,21,0.019776188,,
973,686653,1,9.13E-07,233,18,0.009016636,,
974,900698,1,2.21E-07,53,17,0.041326442,,
975,848821,1,3.56E-07,175,22,0.012260299,,
976,658147,1,1.04E-06,121,21,0.01764236,,
977,878245,1,2.77E-07,29,23,0.065379415,,
978,886166,1,2.57E-07,31,20,0.058026895,,
979,936459,1,1.36E-07,15,27,0.12883847,,
980,555397,1,1.60E-06,13,22,0.130999532,,
981,292644,1,4.83E-06,111,10,0.020669365,,
982,678595,1,9.47E-07,126,29,0.015503297,,
983,229376,1,6.71E-06,640,12,0.003124583,,
984,904741,1,2.10E-07,13,24,0.119247054,,
985,995221,1,9.35E-09,33,13,0.062986744,,
986,815815,1,4.52E-07,74,18,0.026136337,,
987,632865,1,1.16E-06,58,21,0.038275206,,
988,845621,1,3.66E-07,98,18,0.020657877,,
989,908334,1,2.02E-07,53,18,0.038791124,,
990,567520,1,1.52E-06,18,19,0.109011452,,
991,150589,1,1.13E-05,77,17,0.025980418,,
992,730776,1,7.35E-07,216,20,0.009660444,,
993,825491,1,4.24E-07,253,16,0.007410267,,
994,189241,1,8.56E-06,18,11,0.101469209,,
995,282279,1,5.09E-06,7,17,0.22967088,,
996,798003,1,5.07E-07,18,23,0.135922535,,
997,143770,1,1.19E-05,12,24,0.198456795,,
998,789490,1,5.32E-07,97,19,0.021768738,,
999,379780,1,3.26E-06,187,16,0.011203933,,
